,pospair,negpair
4849,*MOT: I don't know how many pieces we're going to have missing but there's going to be an awful lot of pieces missing I know that .	*CHI: where does this go ?,"*MOT: I don't know how many pieces we're going to have missing but there's going to be an awful lot of pieces missing I know that .	*CHI: that's called, what's that ?"
4850,*MOT: Childsname what are these ?	*CHI: he's going up there .,*MOT: Childsname what are these ?	*CHI: I take these bushes .
4851,*MOT: and that goes there .	*CHI: lion are you ?,*MOT: and that goes there .	*CHI: drink juice boxes .
4852,*MOT: where are you going ?	*CHI: looking a chicken .,*MOT: where are you going ?	*CHI: ooh what's this ?
4853,"*MOT: what's he going to buy , Fraser ?	*CHI: zero go shopping .","*MOT: what's he going to buy , Fraser ?	*CHI: where's my blanket ?"
4854,*MOT: what we making ?	*CHI: it a igsaw puzzle .,*MOT: what we making ?	*CHI: that one too heavy .
4855,*MOT: are you going to put the rest of the tracks together ?	*CHI: look a man can come up .,*MOT: are you going to put the rest of the tracks together ?	*CHI: that light shined in our eyes .
4856,*MOT: now you're going to put the train on the track ?	*CHI: yeah and some coaches .,*MOT: now you're going to put the train on the track ?	*CHI: I want see Daddy .
4857,*MOT: no that's yellow .	*CHI: and what's this ?,*MOT: no that's yellow .	*CHI: just keep it .
4858,*MOT: will that be a good idea .	*CHI: what is it ?,*MOT: will that be a good idea .	*CHI: big hammer bang .
4859,*MOT: it's called an airplane ?	*CHI: it goes up .,*MOT: it's called an airplane ?	*CHI: Carl maw hey .
4860,*MOT: do you know the name of Daddy's car ?	*CHI: I can't get this on .,*MOT: do you know the name of Daddy's car ?	*CHI: they mustn't leave it out .
4861,*MOT: look what else is there ?	*CHI: ah choo choo train .,*MOT: look what else is there ?	*CHI: pretend I'm called Kwww .
4862,*MOT: ah what are those ?	*CHI: I don't know something .,*MOT: ah what are those ?	*CHI: clean my ears out .
4863,*MOT: do you want Mommy to open these to see what they look like ?	*CHI: it go faster .,*MOT: do you want Mommy to open these to see what they look like ?	*CHI: I don't know .
4864,*MOT: I wanted the exercise .	*CHI: and was it hard going home ?,*MOT: I wanted the exercise .	*CHI: but why's he in the water ?
4865,*MOT: no don't eat it .	*CHI: is this Mommy's ?,*MOT: no don't eat it .	*CHI: kick a football .
4866,*MOT: where do you carry a purse ?	*CHI: I don't know .,*MOT: where do you carry a purse ?	*CHI: done a poo .
4867,*MOT: here's some different eyes .	*CHI: now where do these go ?,*MOT: here's some different eyes .	*CHI: it was just Bwww's turn .
4868,*MOT: how many animals ?	*CHI: one two three four five six seven eight nine .,*MOT: how many animals ?	*CHI: can you just pass me my phone over there ?
4869,*MOT: what's momma doing ?	*CHI: taking it out .,*MOT: what's momma doing ?	*CHI: Mummy go shopping .
4870,*MOT: can you talk about what happened ?	*CHI: pushed in tent .,*MOT: can you talk about what happened ?	*CHI: my my bag .
4871,*MOT: what's the keys going to do ?	*CHI: dig it out .,*MOT: what's the keys going to do ?	*CHI: a naughty boy .
4872,*MOT: what's it look like I'm making Matty ?	*CHI: a little worm .,*MOT: what's it look like I'm making Matty ?	*CHI: Agra have on ?
4873,*MOT: are you sure ?	*CHI: here go mom .,*MOT: are you sure ?	*CHI: I don't know .
4874,*MOT: what's momma doing with the stick ?	*CHI: ripping it up .,*MOT: what's momma doing with the stick ?	*CHI: I don't know .
4875,*MOT: oh wow what is that ?	*CHI: cut it up .,*MOT: oh wow what is that ?	*CHI: I big boy .
4876,*MOT: what do you do when it's too big ?	*CHI: cut it up .,*MOT: what do you do when it's too big ?	*CHI: there's another one .
4877,*MOT: did you go swimming ?	*CHI: no too wet .,*MOT: did you go swimming ?	*CHI: zero don't know .
4878,*MOT: do you want to show her some of your toys ?	*CHI: no working up there .,*MOT: do you want to show her some of your toys ?	*CHI: a tiger or lion .
4879,*MOT: how about you want to show what do you do with the food ?	*CHI: lift it up .,*MOT: how about you want to show what do you do with the food ?	*CHI: and what's that ?
4880,*MOT: what are you doing with those ?	*CHI: picking them up .,*MOT: what are you doing with those ?	*CHI: no Postman Pat .
4881,*MOT: who wants to take a shower ?	*CHI: soap get my eyes .,*MOT: who wants to take a shower ?	*CHI: I saw his engine .
4882,*MOT: it's a very dull book .	*CHI: what it called mommy ?,"*MOT: it's a very dull book .	*CHI: mommy, sit on chair ."
4883,*MOT: you want to set the table ?	*CHI: okay here we go .,*MOT: you want to set the table ?	*CHI: there's no animals upstairs .
4884,*MOT: it willn't go inside huh ?	*CHI: but I know what I could do .,*MOT: it willn't go inside huh ?	*CHI: you're a dirty toy now Mummy Dimitra .
4885,*MOT: what's in this big box ?	*CHI: sausage and fork .,*MOT: what's in this big box ?	*CHI: want a kiss .
4886,"*MOT: do you know what this is called ?	*CHI: mm , pear .",*MOT: do you know what this is called ?	*CHI: no he isn't .
4887,*MOT: going to bed ?	*CHI: and he have a bath .,*MOT: going to bed ?	*CHI: are you going to try ?
4888,*MOT: is Maddie going home ?	*CHI: those are having the cake .,*MOT: is Maddie going home ?	*CHI: now eh wild eh thing .
4889,"*MOT: yeah , what would you like to do again ?	*CHI: oops gone now .","*MOT: yeah , what would you like to do again ?	*CHI: it's a mommy ."
4890,*MOT: with the sprinkles ?	*CHI: Alex another doughnut .,*MOT: with the sprinkles ?	*CHI: Mummy do it .
4891,*MOT: did he eat yours ?	*CHI: yeah never mind .,*MOT: did he eat yours ?	*CHI: because it do !
4892,*MOT: so it's very close to broccoli .	*CHI: where's that sandwich ?,*MOT: so it's very close to broccoli .	*CHI: one Sunday morning .
4893,*MOT: can you count ?	*CHI: one two three .,*MOT: can you count ?	*CHI: New York City .
4894,"*MOT: ah , are you having hot tea as well ?	*CHI: goes in there .","*MOT: ah , are you having hot tea as well ?	*CHI: it was me ."
4895,"*MOT: and then put this aeroplane on the red , there .	*CHI: can you get me that ?","*MOT: and then put this aeroplane on the red , there .	*CHI: before she goes in bed ."
4896,*MOT: can you find them ?	*CHI: this is my fork .,*MOT: can you find them ?	*CHI: weh wipe the bottom .
4897,*MOT: who's going to sit here ?	*CHI: we don't have a more chairs .,*MOT: who's going to sit here ?	*CHI: you don't put your duplo away .
4898,*MOT: what is that ?	*CHI: it's a hotdog .,*MOT: what is that ?	*CHI: I'm reading something .
4899,*MOT: do you have an apple ?	*CHI: this is yours .,*MOT: do you have an apple ?	*CHI: no like it .
4900,"*MOT: do you know what these are ?	*CHI: okay, time to eat .",*MOT: do you know what these are ?	*CHI: look like Fireman Sam .
4901,*MOT: did you bake the chicken or did you fry the chicken ?	*CHI: I fried it .,*MOT: did you bake the chicken or did you fry the chicken ?	*CHI: get out Rosie .
4902,*MOT: look at mom .	*CHI: do you like it ?,*MOT: look at mom .	*CHI: I don't like this .
4903,*MOT: what is it ?	*CHI: voom voom voom voom voom !,*MOT: what is it ?	*CHI: no I yyy yyy yyy .
4904,*MOT: crunch them up no .	*CHI: could you help me with this ?,*MOT: crunch them up no .	*CHI: one two three four five six .
4905,*MOT: who drinks coffee every morning ?	*CHI: some somebody else .,*MOT: who drinks coffee every morning ?	*CHI: I don't know .
4906,*MOT: huh what is this ?	*CHI: well we have to cook it .,*MOT: huh what is this ?	*CHI: I don't know where it is .
4907,*MOT: sure if it makes it good I'll eat it !	*CHI: want some more ?,*MOT: sure if it makes it good I'll eat it !	*CHI: I read it .
4908,*MOT: can she have a piece of cheese ?	*CHI: yeah I got some .,*MOT: can she have a piece of cheese ?	*CHI: coat's wet as well .
4909,*MOT: what sounds does he make ?	*CHI: woof woof woof !,*MOT: what sounds does he make ?	*CHI: I have this .
4910,*MOT: mhm and what's this ?	*CHI: glasses they're for me .,"*MOT: mhm and what's this ?	*CHI: on there , Mama ."
4911,*MOT: yes you be happy !	*CHI: Mommy open this .,*MOT: yes you be happy !	*CHI: come with me .
4912,*MOT: is it good ?	*CHI: I want some some cookies .,*MOT: is it good ?	*CHI: you can't go down there .
4913,*MOT: oh oh what's in here ?	*CHI: I don't know Mom .,*MOT: oh oh what's in here ?	*CHI: look what I got .
4914,*MOT: put him on the car ?	*CHI: Ma look at all my .,*MOT: put him on the car ?	*CHI: Ma you already did it .
4915,*MOT: no this is fourteen .	*CHI: I got my cars !,*MOT: no this is fourteen .	*CHI: bobbing up and down .
4916,*MOT: you don't shoot animals .	*CHI: they like me ?,*MOT: you don't shoot animals .	*CHI: a choo choo .
4917,*MOT: what could those be ?	*CHI: I don't know .,*MOT: what could those be ?	*CHI: me eat jam .
4918,*MOT: look for water ?	*CHI: got a lot bigger and bigger and bigger .,*MOT: look for water ?	*CHI: they coming to look at the story too .
4919,*MOT: look at this .	*CHI: .. what happened ?,*MOT: look at this .	*CHI: that's mommy dress .
4920,*MOT: Mummy and Daddy .	*CHI: who bought these ?,*MOT: Mummy and Daddy .	*CHI: I do too .
4921,*MOT: what's stopping us ?	*CHI: you can't go out .,*MOT: what's stopping us ?	*CHI: zero that a tiger ?
4922,*MOT: let you what ?	*CHI: I want play that game .,*MOT: let you what ?	*CHI: he isn't a nice bee .
4923,"*MOT: what's it doing , Aran ?	*CHI: knocking the house down .","*MOT: what's it doing , Aran ?	*CHI: , a big towel ."
4924,*MOT: did we see it yesterday ?	*CHI: it's been knock down .,*MOT: did we see it yesterday ?	*CHI: duck swimming a water .
4925,*MOT: why don't you want me to build up the picture of the tractor ?	*CHI: because it's too late .,*MOT: why don't you want me to build up the picture of the tractor ?	*CHI: it's Boots the monkey .
4926,*MOT: and who's that ?	*CHI: Humpty Dumpty sat on the wall .,*MOT: and who's that ?	*CHI: well what her eyes looks like ?
4927,*MOT: are you going to tell Mummy what those are on the side of your chair ?	*CHI: I try climb up here .,*MOT: are you going to tell Mummy what those are on the side of your chair ?	*CHI: what what is this kind ?
4928,*MOT: climb down again .	*CHI: what that boy doing there ?,*MOT: climb down again .	*CHI: did you see something red ?
4929,*MOT: is that going in the animal pen ?	*CHI: it can't stick there .,*MOT: is that going in the animal pen ?	*CHI: now there's no clues .
4930,*MOT: are they all alive or are they dead this lot ?	*CHI: I put the sheep in .,*MOT: are they all alive or are they dead this lot ?	*CHI: why do you have it ?
4931,*MOT: where are you taking them all ?	*CHI: hens have go in .,*MOT: where are you taking them all ?	*CHI: or maybe a donkey .
4932,*MOT: are they all green ?	*CHI: that one can go on my other arm .,*MOT: are they all green ?	*CHI: I needta get another part of the puzzle .
4933,*MOT: do you want some toast with it ?	*CHI: it's too big .,*MOT: do you want some toast with it ?	*CHI: excuse me chips .
4934,*MOT: shall we put these bricks in our box ?	*CHI: that's my brick .,*MOT: shall we put these bricks in our box ?	*CHI: read my book .
4935,*MOT: we didn't bring a comb with us .	*CHI: where your purse ?,*MOT: we didn't bring a comb with us .	*CHI: big green leaf .
4936,*MOT: what are the letters ?	*CHI: u r u .,*MOT: what are the letters ?	*CHI: he not down .
4937,*MOT: so go on then .	*CHI: can you help me ?,*MOT: so go on then .	*CHI: this is a truck .
4938,*MOT: if it's not got any fins ?	*CHI: won't be able to swim .,*MOT: if it's not got any fins ?	*CHI: they not mine and Jwww's ?
4939,*MOT: do we need to do anymore ?	*CHI: yeah because one .,*MOT: do we need to do anymore ?	*CHI: I told ya .
4940,*MOT: she's only nine months younger than you .	*CHI: what am I then ?,*MOT: she's only nine months younger than you .	*CHI: a found a Krispie .
4941,*MOT: you don't want these ones ?	*CHI: no because one of them looks very old .,*MOT: you don't want these ones ?	*CHI: that's the place where you put her in .
4942,*MOT: or whatever you want .	*CHI: where does the bathroom go ?,*MOT: or whatever you want .	*CHI: I going to the store .
4943,*MOT: I am going to drink my coffee .	*CHI: why you not drinking it then ?,*MOT: I am going to drink my coffee .	*CHI: I needta put this part in .
4944,*MOT: what are you having ?	*CHI: I've got tea .,*MOT: what are you having ?	*CHI: you do it .
4945,*MOT: is it thirsty ?	*CHI: now I've had a drink .,*MOT: is it thirsty ?	*CHI: I won't tear this book .
4946,"*MOT: does she like playing ?	*CHI: Mummy , look it's that watch again .",*MOT: does she like playing ?	*CHI: no I want to go right now .
4947,*MOT: where's your doll's clothes gone ?	*CHI: I don't know .,*MOT: where's your doll's clothes gone ?	*CHI: wiggle wiggle wiggle .
4948,*MOT: do you think you'll be okay to go to school tomorrow ?	*CHI: I don't know .,"*MOT: do you think you'll be okay to go to school tomorrow ?	*CHI: hello , Thomas ."
4949,*MOT: oh so you'll be a bit better then ?	*CHI: no that much .,*MOT: oh so you'll be a bit better then ?	*CHI: oh a slug .
4950,"*MOT: shall I go to sleep , ?	*CHI: if you want .","*MOT: shall I go to sleep , ?	*CHI: there he goes ."
4951,*MOT: no because my eyes are closed .	*CHI: can you see some light ?,"*MOT: no because my eyes are closed .	*CHI: yeah , where is it ?"
4952,"*MOT: oh be careful , Helen .	*CHI: can you see some light ?","*MOT: oh be careful , Helen .	*CHI: happy birthday day to you ."
4953,*MOT: do you want to have your milk now ?	*CHI: I can't reach .,*MOT: do you want to have your milk now ?	*CHI: who's that one ?
4954,"*MOT: yes , darling ?	*CHI: I'll have to stay at home though .","*MOT: yes , darling ?	*CHI: I'm going to put them in mine ."
4955,*MOT: we're going to Florida with Auntie Dwww and Uncle Kwww .	*CHI: will we live at our own house ?,*MOT: we're going to Florida with Auntie Dwww and Uncle Kwww .	*CHI: what are you like in this basket ?
4956,*MOT: what do you like to do ?	*CHI: stay at home .,*MOT: what do you like to do ?	*CHI: twelve or thirteen ?
4957,*MOT: where's the little bed ?	*CHI: that was a long time ago .,*MOT: where's the little bed ?	*CHI: I just need one or two .
4958,"*MOT: it'll be easier , willn't it ?	*CHI: come on Rachel .","*MOT: it'll be easier , willn't it ?	*CHI: need tuna sandwich ."
4959,*MOT: have you had enough now ?	*CHI: I put them back .,*MOT: have you had enough now ?	*CHI: hey that's my phone .
4960,*MOT: do you like tortoises ?	*CHI: this back there .,*MOT: do you like tortoises ?	*CHI: mhm mhm mhm .
4961,*MOT: do you want that one ?	*CHI: I rip it .,*MOT: do you want that one ?	*CHI: I can't see .
4962,"*MOT: there's not much there , is there ?	*CHI: do that one .","*MOT: there's not much there , is there ?	*CHI: I'm Fireman Sam ."
4963,*MOT: what did we do at the seaside ?	*CHI: have a big cuddle .,*MOT: what did we do at the seaside ?	*CHI: I wouldn't be that .
4964,"*MOT: he went splash , didn't he ?	*CHI: go like Joshua Jones did .","*MOT: he went splash , didn't he ?	*CHI: if you cut it off ?"
4965,*MOT: you've got what ?	*CHI: open not fit it .,*MOT: you've got what ?	*CHI: doesn't understand the rough .
4966,*MOT: would you like to meet Astrid sometime ?	*CHI: course I do .,*MOT: would you like to meet Astrid sometime ?	*CHI: what about there ?
4967,*MOT: and what was the other one for ?	*CHI: stopping at traffic light .,*MOT: and what was the other one for ?	*CHI: he need his glasses .
4968,"*MOT: yes , darling ?	*CHI: I am just taking this off because I'm too hot .","*MOT: yes , darling ?	*CHI: a peanut butter and jelly sandwich with hot banana and ."
